CloudletID,ExecutionTime,VMID
125,426.14,5
128,426.14,5
134,426.14,5
135,426.14,5
139,426.14,5
143,426.14,5
152,426.14,5
160,426.14,5
175,426.14,5
178,426.14,5
186,426.14,5
188,426.14,5
196,426.14,5
202,426.14,5
212,426.14,5
224,426.14,5
227,426.14,5
232,426.14,5
240,426.14,5
241,426.14,5
263,426.14,5
297,426.14,5
302,426.14,5
307,426.14,5
319,426.14,5
320,426.14,5
325,426.14,5
328,426.14,5
331,426.14,5
333,426.14,5
340,426.14,5
346,426.14,5
347,426.14,5
348,426.14,5
351,426.14,5
370,426.14,5
395,426.14,5
401,426.14,5
402,426.14,5
423,426.14,5
443,426.14,5
453,426.14,5
465,426.14,5
477,426.14,5
479,426.14,5
490,426.14,5
496,426.14,5
507,426.14,5
511,426.14,5
518,426.14,5
522,426.14,5
525,426.14,5
527,426.14,5
528,426.14,5
532,426.14,5
534,426.14,5
535,426.14,5
543,426.14,5
548,426.14,5
549,426.14,5
552,426.14,5
557,426.14,5
572,426.14,5
584,426.14,5
585,426.14,5
603,426.14,5
613,426.14,5
618,426.14,5
627,426.14,5
630,426.14,5
642,426.14,5
650,426.14,5
652,426.14,5
658,426.14,5
661,426.14,5
662,426.14,5
675,426.14,5
699,426.14,5
703,426.14,5
706,426.14,5
712,426.14,5
717,426.14,5
729,426.14,5
740,426.14,5
742,426.14,5
746,426.14,5
760,426.14,5
763,426.14,5
766,426.14,5
770,426.14,5
771,426.14,5
778,426.14,5
779,426.14,5
794,426.14,5
805,426.14,5
809,426.14,5
817,426.14,5
818,426.14,5
820,426.14,5
821,426.14,5
823,426.14,5
826,426.14,5
827,426.14,5
830,426.14,5
833,426.14,5
834,426.14,5
845,426.14,5
847,426.14,5
871,426.14,5
875,426.14,5
882,426.14,5
884,426.14,5
886,426.14,5
903,426.14,5
906,426.14,5
914,426.14,5
917,426.14,5
919,426.14,5
927,426.14,5
932,426.14,5
935,426.14,5
961,426.14,5
964,426.14,5
967,426.14,5
971,426.14,5
972,426.14,5
975,426.14,5
978,426.14,5
988,426.14,5
989,426.14,5
1008,426.14,5
1022,426.14,5
1027,426.14,5
1028,426.14,5
1029,426.14,5
1033,426.14,5
1036,426.14,5
1042,426.14,5
1047,426.14,5
1052,426.14,5
1064,426.14,5
1080,426.14,5
1091,426.14,5
1092,426.14,5
1096,426.14,5
1098,426.14,5
1103,426.14,5
1110,426.14,5
1114,426.14,5
1115,426.14,5
1126,426.14,5
1129,426.14,5
1139,426.14,5
1162,426.14,5
1163,426.14,5
1164,426.14,5
1169,426.14,5
1172,426.14,5
1178,426.14,5
1202,426.14,5
1209,426.14,5
1210,426.14,5
1215,426.14,5
1217,426.14,5
1225,426.14,5
1228,426.14,5
1229,426.14,5
1237,426.14,5
1250,426.14,5
1272,426.14,5
1315,426.14,5
1316,426.14,5
1323,426.14,5
1340,426.14,5
1345,426.14,5
1362,426.14,5
1368,426.14,5
1374,426.14,5
1378,426.14,5
1388,426.14,5
1391,426.14,5
1392,426.14,5
1398,426.14,5
1402,426.14,5
1403,426.14,5
1417,426.14,5
1419,426.14,5
1426,426.14,5
1430,426.14,5
1437,426.14,5
1438,426.14,5
1442,426.14,5
1446,426.14,5
1454,426.14,5
1461,426.14,5
1484,426.14,5
1491,426.14,5
1494,426.14,5
1496,426.14,5
1527,426.14,5
1528,426.14,5
1538,426.14,5
1546,426.14,5
1549,426.14,5
1552,426.14,5
1553,426.14,5
1555,426.14,5
1573,426.14,5
1580,426.14,5
1582,426.14,5
1583,426.14,5
1584,426.14,5
1586,426.14,5
1589,426.14,5
1590,426.14,5
1600,426.14,5
1603,426.14,5
1608,426.14,5
1626,426.14,5
1627,426.14,5
1628,426.14,5
1634,426.14,5
1644,426.14,5
1647,426.14,5
1654,426.14,5
1667,426.14,5
1675,426.14,5
1679,426.14,5
1695,426.14,5
1699,426.14,5
1700,426.14,5
1713,426.14,5
1715,426.14,5
1722,426.14,5
1732,426.14,5
1743,426.14,5
1750,426.14,5
1760,426.14,5
1764,426.14,5
1776,426.14,5
1780,426.14,5
1781,426.14,5
1790,426.14,5
1795,426.14,5
1798,426.14,5
1809,426.14,5
1822,426.14,5
1839,426.14,5
1845,426.14,5
1848,426.14,5
1849,426.14,5
1850,426.14,5
1853,426.14,5
1864,426.14,5
1878,426.14,5
1884,426.14,5
1886,426.14,5
1890,426.14,5
1893,426.14,5
1898,426.14,5
1903,426.14,5
1905,426.14,5
1911,426.14,5
1915,426.14,5
1916,426.14,5
1921,426.14,5
1932,426.14,5
1936,426.14,5
1947,426.14,5
1957,426.14,5
1963,426.14,5
1964,426.14,5
1965,426.14,5
1970,426.14,5
1975,426.14,5
1976,426.14,5
1981,426.14,5
1985,426.14,5
2007,426.14,5
2008,426.14,5
2010,426.14,5
2014,426.14,5
2017,426.14,5
2019,426.14,5
2021,426.14,5
2023,426.14,5
2046,426.14,5
2055,426.14,5
2061,426.14,5
2063,426.14,5
2078,426.14,5
2082,426.14,5
2086,426.14,5
2096,426.14,5
2105,426.14,5
2109,426.14,5
2113,426.14,5
2120,426.14,5
2125,426.14,5
2134,426.14,5
2136,426.14,5
2139,426.14,5
2141,426.14,5
2144,426.14,5
2145,426.14,5
2170,426.14,5
2180,426.14,5
2184,426.14,5
2189,426.14,5
2199,426.14,5
2203,426.14,5
2211,426.14,5
2216,426.14,5
2218,426.14,5
2230,426.14,5
2231,426.14,5
2233,426.14,5
2236,426.14,5
2240,426.14,5
2244,426.14,5
2254,426.14,5
2255,426.14,5
2264,426.14,5
2281,426.14,5
2286,426.14,5
2287,426.14,5
2308,426.14,5
2314,426.14,5
2321,426.14,5
2322,426.14,5
2331,426.14,5
2360,426.14,5
2361,426.14,5
2364,426.14,5
2383,426.14,5
2390,426.14,5
2405,426.14,5
2414,426.14,5
2416,426.14,5
2417,426.14,5
2420,426.14,5
2428,426.14,5
2433,426.14,5
2443,426.14,5
2464,426.14,5
2471,426.14,5
2483,426.14,5
2523,426.14,5
2529,426.14,5
2530,426.14,5
2535,426.14,5
2563,426.14,5
2566,426.14,5
2569,426.14,5
2571,426.14,5
2581,426.14,5
2598,426.14,5
2601,426.14,5
2602,426.14,5
2617,426.14,5
2622,426.14,5
2623,426.14,5
2629,426.14,5
2637,426.14,5
2643,426.14,5
2650,426.14,5
2679,426.14,5
2693,426.14,5
2702,426.14,5
2716,426.14,5
2725,426.14,5
2726,426.14,5
2733,426.14,5
2734,426.14,5
2739,426.14,5
2744,426.14,5
2745,426.14,5
2753,426.14,5
2759,426.14,5
2763,426.14,5
2767,426.14,5
2770,426.14,5
2771,426.14,5
2783,426.14,5
2788,426.14,5
2789,426.14,5
2792,426.14,5
2805,426.14,5
2814,426.14,5
2815,426.14,5
2817,426.14,5
2825,426.14,5
2828,426.14,5
2835,426.14,5
2837,426.14,5
2839,426.14,5
2847,426.14,5
2856,426.14,5
2857,426.14,5
2874,426.14,5
2893,426.14,5
2897,426.14,5
2908,426.14,5
2909,426.14,5
2913,426.14,5
2920,426.14,5
2921,426.14,5
2928,426.14,5
2942,426.14,5
2955,426.14,5
2957,426.14,5
2962,426.14,5
2963,426.14,5
2968,426.14,5
2987,426.14,5
2997,426.14,5
3004,426.14,5
3005,426.14,5
3008,426.14,5
3013,426.14,5
3018,426.14,5
3026,426.14,5
3030,426.14,5
3044,426.14,5
3046,426.14,5
3072,426.14,5
3075,426.14,5
3077,426.14,5
3078,426.14,5
3095,426.14,5
3107,426.14,5
3111,426.14,5
3113,426.14,5
3121,426.14,5
3127,426.14,5
3135,426.14,5
3143,426.14,5
3145,426.14,5
3147,426.14,5
3158,426.14,5
3159,426.14,5
3163,426.14,5
3175,426.14,5
3179,426.14,5
3184,426.14,5
3191,426.14,5
3192,426.14,5
3213,426.14,5
3214,426.14,5
3219,426.14,5
3220,426.14,5
3228,426.14,5
3234,426.14,5
3241,426.14,5
3242,426.14,5
3255,426.14,5
3256,426.14,5
3261,426.14,5
3266,426.14,5
3277,426.14,5
3278,426.14,5
3293,426.14,5
3298,426.14,5
3299,426.14,5
3300,426.14,5
3301,426.14,5
3312,426.14,5
3324,426.14,5
3329,426.14,5
3331,426.14,5
3332,426.14,5
3333,426.14,5
3347,426.14,5
3357,426.14,5
3360,426.14,5
3363,426.14,5
3367,426.14,5
3383,426.14,5
3385,426.14,5
3393,426.14,5
3397,426.14,5
3399,426.14,5
3406,426.14,5
3412,426.14,5
3413,426.14,5
3417,426.14,5
3426,426.14,5
3437,426.14,5
3445,426.14,5
3448,426.14,5
3450,426.14,5
3452,426.14,5
3457,426.14,5
3463,426.14,5
3469,426.14,5
3471,426.14,5
3485,426.14,5
3487,426.14,5
3490,426.14,5
3512,426.14,5
3517,426.14,5
3521,426.14,5
3524,426.14,5
3526,426.14,5
3528,426.14,5
3533,426.14,5
3537,426.14,5
3545,426.14,5
3547,426.14,5
3553,426.14,5
3557,426.14,5
3560,426.14,5
3565,426.14,5
3569,426.14,5
3570,426.14,5
3579,426.14,5
3586,426.14,5
3590,426.14,5
3591,426.14,5
3595,426.14,5
3598,426.14,5
3606,426.14,5
3607,426.14,5
3612,426.14,5
3621,426.14,5
3646,426.14,5
3654,426.14,5
3658,426.14,5
3660,426.14,5
3666,426.14,5
3668,426.14,5
3670,426.14,5
3671,426.14,5
3673,426.14,5
3681,426.14,5
3684,426.14,5
3686,426.14,5
3688,426.14,5
3697,426.14,5
3713,426.14,5
3714,426.14,5
3727,426.14,5
3734,426.14,5
3735,426.14,5
3747,426.14,5
3755,426.14,5
3771,426.14,5
3774,426.14,5
3776,426.14,5
3780,426.14,5
3782,426.14,5
3786,426.14,5
3809,426.14,5
3826,426.14,5
3840,426.14,5
3841,426.14,5
3849,426.14,5
3862,426.14,5
3864,426.14,5
3866,426.14,5
3867,426.14,5
3869,426.14,5
3884,426.14,5
3885,426.14,5
3886,426.14,5
3897,426.14,5
3903,426.14,5
3904,426.14,5
3924,426.14,5
3925,426.14,5
3936,426.14,5
3952,426.14,5
3958,426.14,5
3964,426.14,5
3973,426.14,5
3977,426.14,5
3998,426.14,5
4006,426.14,5
4008,426.14,5
4015,426.14,5
4041,426.14,5
4045,426.14,5
4048,426.14,5
4054,426.14,5
4063,426.14,5
4070,426.14,5
4078,426.14,5
4090,426.14,5
4091,426.14,5
4093,426.14,5
4096,426.14,5
4097,426.14,5
4110,426.14,5
4115,426.14,5
4118,426.14,5
4125,426.14,5
4130,426.14,5
4135,426.14,5
4138,426.14,5
4143,426.14,5
4154,426.14,5
4164,426.14,5
4166,426.14,5
4167,426.14,5
4169,426.14,5
4183,426.14,5
4193,426.14,5
4195,426.14,5
4199,426.14,5
4205,426.14,5
4211,426.14,5
4214,426.14,5
4215,426.14,5
4221,426.14,5
4223,426.14,5
4226,426.14,5
4230,426.14,5
4246,426.14,5
4251,426.14,5
4260,426.14,5
4262,426.14,5
4270,426.14,5
4281,426.14,5
4282,426.14,5
4283,426.14,5
4290,426.14,5
4291,426.14,5
4301,426.14,5
4319,426.14,5
4333,426.14,5
4348,426.14,5
4372,426.14,5
4376,426.14,5
4382,426.14,5
4392,426.14,5
4393,426.14,5
4395,426.14,5
4410,426.14,5
4415,426.14,5
4435,426.14,5
4436,426.14,5
4443,426.14,5
4444,426.14,5
4447,426.14,5
4455,426.14,5
4479,426.14,5
4482,426.14,5
4483,426.14,5
4486,426.14,5
4502,426.14,5
4504,426.14,5
4519,426.14,5
4523,426.14,5
4530,426.14,5
4531,426.14,5
4532,426.14,5
4533,426.14,5
4539,426.14,5
4541,426.14,5
4555,426.14,5
4558,426.14,5
4566,426.14,5
4567,426.14,5
4572,426.14,5
4577,426.14,5
4580,426.14,5
4588,426.14,5
4590,426.14,5
4593,426.14,5
4600,426.14,5
4606,426.14,5
4607,426.14,5
4614,426.14,5
4624,426.14,5
4628,426.14,5
4641,426.14,5
4652,426.14,5
4661,426.14,5
4668,426.14,5
4670,426.14,5
4671,426.14,5
4675,426.14,5
4682,426.14,5
4696,426.14,5
4709,426.14,5
4718,426.14,5
4721,426.14,5
4743,426.14,5
4746,426.14,5
4748,426.14,5
4756,426.14,5
4762,426.14,5
4772,426.14,5
4779,426.14,5
4783,426.14,5
4793,426.14,5
4797,426.14,5
4800,426.14,5
4806,426.14,5
4814,426.14,5
4817,426.14,5
4821,426.14,5
4823,426.14,5
4848,426.14,5
4856,426.14,5
4863,426.14,5
4885,426.14,5
4900,426.14,5
4902,426.14,5
4908,426.14,5
4926,426.14,5
4928,426.14,5
4933,426.14,5
4935,426.14,5
4944,426.14,5
4945,426.14,5
4951,426.14,5
4955,426.14,5
4960,426.14,5
4964,426.14,5
4968,426.14,5
4980,426.14,5
4986,426.14,5
4997,426.14,5
2,426.14,6
5,426.14,6
9,426.14,6
10,426.14,6
25,426.14,6
28,426.14,6
29,426.14,6
34,426.14,6
40,426.14,6
50,426.14,6
52,426.14,6
56,426.14,6
62,426.14,6
64,426.14,6
72,426.14,6
73,426.14,6
77,426.14,6
80,426.14,6
82,426.14,6
104,426.14,6
105,426.14,6
116,426.14,6
124,426.14,6
136,426.14,6
140,426.14,6
142,426.14,6
161,426.14,6
164,426.14,6
169,426.14,6
173,426.14,6
177,426.14,6
190,426.14,6
191,426.14,6
200,426.14,6
205,426.14,6
220,426.14,6
221,426.14,6
225,426.14,6
229,426.14,6
245,426.14,6
257,426.14,6
260,426.14,6
267,426.14,6
274,426.14,6
279,426.14,6
280,426.14,6
281,426.14,6
286,426.14,6
291,426.14,6
293,426.14,6
303,426.14,6
312,426.14,6
315,426.14,6
318,426.14,6
329,426.14,6
342,426.14,6
343,426.14,6
352,426.14,6
354,426.14,6
359,426.14,6
375,426.14,6
381,426.14,6
382,426.14,6
384,426.14,6
390,426.14,6
392,426.14,6
393,426.14,6
406,426.14,6
408,426.14,6
410,426.14,6
414,426.14,6
416,426.14,6
419,426.14,6
420,426.14,6
428,426.14,6
430,426.14,6
436,426.14,6
438,426.14,6
439,426.14,6
441,426.14,6
445,426.14,6
449,426.14,6
450,426.14,6
456,426.14,6
460,426.14,6
471,426.14,6
472,426.14,6
478,426.14,6
481,426.14,6
489,426.14,6
493,426.14,6
505,426.14,6
509,426.14,6
513,426.14,6
514,426.14,6
515,426.14,6
520,426.14,6
529,426.14,6
531,426.14,6
541,426.14,6
554,426.14,6
555,426.14,6
556,426.14,6
562,426.14,6
565,426.14,6
575,426.14,6
579,426.14,6
580,426.14,6
581,426.14,6
582,426.14,6
586,426.14,6
589,426.14,6
594,426.14,6
598,426.14,6
604,426.14,6
605,426.14,6
616,426.14,6
617,426.14,6
628,426.14,6
629,426.14,6
637,426.14,6
639,426.14,6
645,426.14,6
648,426.14,6
653,426.14,6
660,426.14,6
664,426.14,6
668,426.14,6
674,426.14,6
683,426.14,6
687,426.14,6
690,426.14,6
692,426.14,6
693,426.14,6
705,426.14,6
710,426.14,6
715,426.14,6
725,426.14,6
737,426.14,6
749,426.14,6
752,426.14,6
753,426.14,6
754,426.14,6
756,426.14,6
757,426.14,6
758,426.14,6
789,426.14,6
790,426.14,6
798,426.14,6
801,426.14,6
802,426.14,6
803,426.14,6
816,426.14,6
831,426.14,6
841,426.14,6
842,426.14,6
844,426.14,6
846,426.14,6
853,426.14,6
856,426.14,6
858,426.14,6
859,426.14,6
860,426.14,6
870,426.14,6
878,426.14,6
879,426.14,6
888,426.14,6
900,426.14,6
905,426.14,6
910,426.14,6
913,426.14,6
924,426.14,6
925,426.14,6
930,426.14,6
936,426.14,6
940,426.14,6
948,426.14,6
957,426.14,6
990,426.14,6
1004,426.14,6
1005,426.14,6
1010,426.14,6
1017,426.14,6
1030,426.14,6
1037,426.14,6
1043,426.14,6
1053,426.14,6
1054,426.14,6
1071,426.14,6
1072,426.14,6
1079,426.14,6
1084,426.14,6
1105,426.14,6
1116,426.14,6
1119,426.14,6
1123,426.14,6
1125,426.14,6
1127,426.14,6
1131,426.14,6
1132,426.14,6
1133,426.14,6
1140,426.14,6
1141,426.14,6
1147,426.14,6
1159,426.14,6
1161,426.14,6
1170,426.14,6
1173,426.14,6
1175,426.14,6
1185,426.14,6
1189,426.14,6
1190,426.14,6
1191,426.14,6
1198,426.14,6
1200,426.14,6
1203,426.14,6
1208,426.14,6
1213,426.14,6
1218,426.14,6
1219,426.14,6
1236,426.14,6
1240,426.14,6
1242,426.14,6
1243,426.14,6
1244,426.14,6
1251,426.14,6
1252,426.14,6
1257,426.14,6
1260,426.14,6
1264,426.14,6
1266,426.14,6
1271,426.14,6
1273,426.14,6
1275,426.14,6
1284,426.14,6
1285,426.14,6
1297,426.14,6
1306,426.14,6
1319,426.14,6
1322,426.14,6
1327,426.14,6
1330,426.14,6
1332,426.14,6
1333,426.14,6
1334,426.14,6
1343,426.14,6
1350,426.14,6
1352,426.14,6
1354,426.14,6
1356,426.14,6
1364,426.14,6
1376,426.14,6
1399,426.14,6
1400,426.14,6
1404,426.14,6
1405,426.14,6
1406,426.14,6
1407,426.14,6
1409,426.14,6
1415,426.14,6
1424,426.14,6
1439,426.14,6
1441,426.14,6
1444,426.14,6
1447,426.14,6
1453,426.14,6
1471,426.14,6
1472,426.14,6
1476,426.14,6
1478,426.14,6
1485,426.14,6
1492,426.14,6
1502,426.14,6
1508,426.14,6
1526,426.14,6
1531,426.14,6
1536,426.14,6
1539,426.14,6
1541,426.14,6
1543,426.14,6
1547,426.14,6
1548,426.14,6
1551,426.14,6
1556,426.14,6
1560,426.14,6
1567,426.14,6
1571,426.14,6
1574,426.14,6
1578,426.14,6
1594,426.14,6
1613,426.14,6
1614,426.14,6
1619,426.14,6
1621,426.14,6
1623,426.14,6
1625,426.14,6
1633,426.14,6
1639,426.14,6
1640,426.14,6
1649,426.14,6
1651,426.14,6
1655,426.14,6
1660,426.14,6
1665,426.14,6
1670,426.14,6
1672,426.14,6
1685,426.14,6
1702,426.14,6
1705,426.14,6
1708,426.14,6
1711,426.14,6
1714,426.14,6
1717,426.14,6
1720,426.14,6
1728,426.14,6
1731,426.14,6
1737,426.14,6
1746,426.14,6
1747,426.14,6
1753,426.14,6
1762,426.14,6
1770,426.14,6
1778,426.14,6
1784,426.14,6
1786,426.14,6
1787,426.14,6
1789,426.14,6
1801,426.14,6
1803,426.14,6
1811,426.14,6
1819,426.14,6
1828,426.14,6
1833,426.14,6
1834,426.14,6
1835,426.14,6
1843,426.14,6
1844,426.14,6
1851,426.14,6
1868,426.14,6
1875,426.14,6
1879,426.14,6
1885,426.14,6
1891,426.14,6
1892,426.14,6
1897,426.14,6
1918,426.14,6
1919,426.14,6
1926,426.14,6
1938,426.14,6
1946,426.14,6
1959,426.14,6
1966,426.14,6
1967,426.14,6
1972,426.14,6
1973,426.14,6
1996,426.14,6
2009,426.14,6
2024,426.14,6
2034,426.14,6
2042,426.14,6
2044,426.14,6
2047,426.14,6
2053,426.14,6
2066,426.14,6
2084,426.14,6
2092,426.14,6
2099,426.14,6
2106,426.14,6
2112,426.14,6
2119,426.14,6
2130,426.14,6
2138,426.14,6
2154,426.14,6
2157,426.14,6
2161,426.14,6
2164,426.14,6
2169,426.14,6
2173,426.14,6
2178,426.14,6
2181,426.14,6
2191,426.14,6
2194,426.14,6
2195,426.14,6
2196,426.14,6
2201,426.14,6
2205,426.14,6
2206,426.14,6
2217,426.14,6
2220,426.14,6
2221,426.14,6
2224,426.14,6
2226,426.14,6
2242,426.14,6
2248,426.14,6
2253,426.14,6
2263,426.14,6
2265,426.14,6
2292,426.14,6
2293,426.14,6
2296,426.14,6
2300,426.14,6
2309,426.14,6
2318,426.14,6
2326,426.14,6
2328,426.14,6
2333,426.14,6
2335,426.14,6
2341,426.14,6
2342,426.14,6
2343,426.14,6
2347,426.14,6
2348,426.14,6
2367,426.14,6
2368,426.14,6
2380,426.14,6
2385,426.14,6
2386,426.14,6
2391,426.14,6
2393,426.14,6
2394,426.14,6
2396,426.14,6
2402,426.14,6
2404,426.14,6
2406,426.14,6
2407,426.14,6
2408,426.14,6
2409,426.14,6
2418,426.14,6
2436,426.14,6
2442,426.14,6
2446,426.14,6
2450,426.14,6
2452,426.14,6
2457,426.14,6
2459,426.14,6
2460,426.14,6
2469,426.14,6
2470,426.14,6
2472,426.14,6
2476,426.14,6
2482,426.14,6
2485,426.14,6
2487,426.14,6
2490,426.14,6
2493,426.14,6
2494,426.14,6
2495,426.14,6
2500,426.14,6
2504,426.14,6
2506,426.14,6
2508,426.14,6
2520,426.14,6
2526,426.14,6
2533,426.14,6
2536,426.14,6
2537,426.14,6
2540,426.14,6
2544,426.14,6
2545,426.14,6
2554,426.14,6
2559,426.14,6
2582,426.14,6
2584,426.14,6
2587,426.14,6
2593,426.14,6
2599,426.14,6
2608,426.14,6
2633,426.14,6
2639,426.14,6
2642,426.14,6
2647,426.14,6
2655,426.14,6
2661,426.14,6
2662,426.14,6
2663,426.14,6
2671,426.14,6
2673,426.14,6
2674,426.14,6
2678,426.14,6
2684,426.14,6
2685,426.14,6
2686,426.14,6
2692,426.14,6
2706,426.14,6
2709,426.14,6
2711,426.14,6
2715,426.14,6
2738,426.14,6
2741,426.14,6
2742,426.14,6
2751,426.14,6
2764,426.14,6
2784,426.14,6
2790,426.14,6
2799,426.14,6
2806,426.14,6
2812,426.14,6
2832,426.14,6
2842,426.14,6
2845,426.14,6
2848,426.14,6
2858,426.14,6
2868,426.14,6
2870,426.14,6
2873,426.14,6
2877,426.14,6
2879,426.14,6
2887,426.14,6
2896,426.14,6
2898,426.14,6
2901,426.14,6
2905,426.14,6
2906,426.14,6
2907,426.14,6
2911,426.14,6
2917,426.14,6
2929,426.14,6
2944,426.14,6
2946,426.14,6
2947,426.14,6
2960,426.14,6
2964,426.14,6
2966,426.14,6
2969,426.14,6
2972,426.14,6
2973,426.14,6
2978,426.14,6
2984,426.14,6
2985,426.14,6
2986,426.14,6
2989,426.14,6
2990,426.14,6
2991,426.14,6
2996,426.14,6
3024,426.14,6
3033,426.14,6
3047,426.14,6
3048,426.14,6
3054,426.14,6
3057,426.14,6
3063,426.14,6
3065,426.14,6
3066,426.14,6
3100,426.14,6
3106,426.14,6
3116,426.14,6
3119,426.14,6
3131,426.14,6
3139,426.14,6
3141,426.14,6
3146,426.14,6
3148,426.14,6
3152,426.14,6
3167,426.14,6
3174,426.14,6
3183,426.14,6
3188,426.14,6
3190,426.14,6
3193,426.14,6
3203,426.14,6
3204,426.14,6
3206,426.14,6
3210,426.14,6
3218,426.14,6
3221,426.14,6
3226,426.14,6
3230,426.14,6
3239,426.14,6
3248,426.14,6
3249,426.14,6
3252,426.14,6
3258,426.14,6
3263,426.14,6
3265,426.14,6
3269,426.14,6
3280,426.14,6
3284,426.14,6
3287,426.14,6
3304,426.14,6
3307,426.14,6
3308,426.14,6
3315,426.14,6
3317,426.14,6
3338,426.14,6
3342,426.14,6
3352,426.14,6
3353,426.14,6
3356,426.14,6
3370,426.14,6
3380,426.14,6
3387,426.14,6
3388,426.14,6
3403,426.14,6
3418,426.14,6
3431,426.14,6
3433,426.14,6
3440,426.14,6
3449,426.14,6
3451,426.14,6
3453,426.14,6
3454,426.14,6
3467,426.14,6
3488,426.14,6
3515,426.14,6
3518,426.14,6
3519,426.14,6
3520,426.14,6
3543,426.14,6
3546,426.14,6
3549,426.14,6
3554,426.14,6
3555,426.14,6
3558,426.14,6
3576,426.14,6
3578,426.14,6
3614,426.14,6
3616,426.14,6
3618,426.14,6
3619,426.14,6
3620,426.14,6
3632,426.14,6
3634,426.14,6
3641,426.14,6
3644,426.14,6
3651,426.14,6
3667,426.14,6
3677,426.14,6
3680,426.14,6
3691,426.14,6
3695,426.14,6
3696,426.14,6
3707,426.14,6
3715,426.14,6
3720,426.14,6
3723,426.14,6
3738,426.14,6
3749,426.14,6
3750,426.14,6
3751,426.14,6
3758,426.14,6
3770,426.14,6
3784,426.14,6
3790,426.14,6
3793,426.14,6
3795,426.14,6
3818,426.14,6
3821,426.14,6
3829,426.14,6
3831,426.14,6
3838,426.14,6
3850,426.14,6
3870,426.14,6
3873,426.14,6
3877,426.14,6
3879,426.14,6
