,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request
4451,1.21017E+12,3,2.60726E+11,2,0,360,2.21495E+11,118,1.69927E+11,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
4452,1.0914E+11,6,4.54521E+11,0,1,116,0,365,54606475104,"{'cpus': 0.01629638671875, 'memory': 0.00372314453125}"
4453,2.14822E+12,3,77793008192,2,0,103,0,10412,2098231374,"{'cpus': 0.0016689300537109375, 'memory': 0.0003833770751953125}"
4454,1.0955E+12,2,7.36898E+11,2,0,360,6.40849E+11,1609,2.4705E+11,"{'cpus': 0.017578125, 'memory': 0.0013027191162109375}"
4455,2.05446E+12,5,4.97915E+11,1,0,103,0,6462,48991067694,"{'cpus': 0.00678253173828125, 'memory': 0.0045318603515625}"
4456,2.49109E+12,6,3.24695E+11,3,1,200,0,456,1510324832,"{'cpus': 0.06591796875, 'memory': 0.009765625}"
4457,1.40355E+12,6,2.34369E+11,0,0,103,0,240,58,"{'cpus': 0.00678253173828125, 'memory': 0.00762939453125}"
4458,6.55161E+11,2,3.74676E+11,1,0,105,0,6592,86197119569,"{'cpus': 0.0041351318359375, 'memory': 0.00572967529296875}"
4459,2.35471E+12,6,3.68969E+11,0,0,118,0,4954,2290939847,"{'cpus': 0.01214599609375, 'memory': 0.00650787353515625}"
4460,1.45651E+12,6,7.55687E+11,0,0,105,0,2468,102895194,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
4461,6.68438E+11,2,3.36216E+11,1,0,117,0,4918,10196074746,"{'cpus': 0.00566864013671875, 'memory': 0.0015621185302734375}"
4462,2.68774E+11,2,7.37327E+11,2,0,103,0,17220,1706128128,"{'cpus': 0.00022029876708984375, 'memory': 0.0097503662109375}"
4463,3.38545E+11,6,3.0903E+11,0,0,103,0,38,2.07763E+11,"{'cpus': 0.024993896484375, 'memory': 0.00534820556640625}"
4464,0,0,10445557720,2,0,200,0,1924,1.83371E+11,"{'cpus': 0.0097198486328125, 'memory': 0.0022125244140625}"
4465,7.23623E+11,1,3.46556E+11,1,0,103,0,3620,11343151,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4466,2.01876E+12,2,2.88497E+11,3,0,200,2.88497E+11,2811,3.58779E+11,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
4467,1.40356E+12,6,2.34369E+11,0,0,103,0,46,2409034884,"{'cpus': 0.00678253173828125, 'memory': 0.00762939453125}"
4468,1.07109E+12,2,7.81076E+11,2,0,360,6.98303E+11,1612,15594866423,"{'cpus': 0.01513671875, 'memory': 0.0013027191162109375}"
4469,2.4909E+12,3,3.26996E+11,0,0,0,0,27006,430513504,"{'cpus': 0.0097198486328125, 'memory': 0.0017528533935546875}"
4470,2.41821E+12,0,3.25505E+11,0,0,0,0,12490,528751419,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4471,1.47453E+12,6,2.86651E+11,1,0,103,0,24,10451874481,"{'cpus': 0.0014095306396484375, 'memory': 0.006011962890625}"
4472,0,2,54687713003,3,0,103,0,3214,19186984452,"{'cpus': 0.0016193389892578125, 'memory': 0.003253936767578125}"
4473,1.21176E+12,0,2.94545E+11,1,0,103,0,5282,10367637750,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
4474,2.403E+11,2,2.21495E+11,2,0,360,2.21495E+11,1961,448044304,"{'cpus': 0.017578125, 'memory': 0.0013027191162109375}"
4475,1.98819E+12,0,2.36368E+11,0,0,0,0,6596,2315027460,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
4476,2.7496E+11,3,2.60726E+11,2,0,360,2.21495E+11,335,1.69242E+11,"{'cpus': 0.009490966796875, 'memory': 0.0013027191162109375}"
4477,1.42929E+12,3,39516992187,2,0,0,0,3625,44588029780,"{'cpus': 0.002239227294921875, 'memory': 0.00020885467529296875}"
4478,0,2,3.74676E+11,1,0,119,0,2529,151819039,"{'cpus': 0.003696441650390625, 'memory': 0.00650787353515625}"
4479,1.8164E+12,5,3.30587E+11,2,0,360,3.30587E+11,457,3.76661E+11,"{'cpus': 0.011474609375, 'memory': 0.0013027191162109375}"
4480,2.34622E+12,3,2.39427E+11,0,0,0,0,5414,3302248816,"{'cpus': 0.016204833984375, 'memory': 0.002605438232421875}"
4481,1.45741E+12,6,7.55687E+11,0,0,105,0,5009,2.28159E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
4482,1.83516E+11,5,4.55759E+11,2,0,103,0,2113,48934688933,"{'cpus': 0.00768280029296875, 'memory': 0.00722503662109375}"
4483,1.36176E+12,5,3.48792E+11,2,0,360,2.71642E+11,1349,2.10002E+11,"{'cpus': 0.0189208984375, 'memory': 0.0013027191162109375}"
4484,1.45466E+12,6,7.55687E+11,0,0,105,0,9919,1.383E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
4485,7.23623E+11,1,3.46556E+11,1,0,103,0,9661,10031366957,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4486,2.07839E+12,5,3.25157E+11,1,0,103,0,1593,3116961079,"{'cpus': 0.0413818359375, 'memory': 0.03253173828125}"
4487,7.6818E+11,3,7.96037E+11,0,0,0,0,2512,80280983463,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4488,1.66835E+12,0,1.22697E+11,1,0,200,0,4788,2.25437E+11,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
4489,2.29706E+12,6,4.9862E+11,0,1,116,0,84,32353760885,"{'cpus': 0.01629638671875, 'memory': 0.0088653564453125}"
4490,5.3211E+11,6,3.76746E+11,0,1,200,0,350,1.05124E+11,"{'cpus': 0.0079193115234375, 'memory': 0.002857208251953125}"
4491,6.52079E+11,0,1.57857E+11,1,0,103,0,1796,10634152604,"{'cpus': 0.028778076171875, 'memory': 0.1041259765625}"
4492,7.23623E+11,1,3.46556E+11,1,0,103,0,1181,10191905834,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4493,2.21852E+12,3,3.59738E+11,1,0,200,0,10617,3.59745E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4494,9.8706E+11,0,1.16647E+11,1,0,200,0,17,2.47453E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
4495,0,0,3.19168E+11,2,0,119,3.19168E+11,148,6318202737,"{'cpus': 0.01226806640625, 'memory': 0.003047943115234375}"
4496,2.46226E+12,3,14423004927,2,0,0,0,1067,16210415325,"{'cpus': 0.001171112060546875, 'memory': 0.000194549560546875}"
4497,0,2,2.75444E+11,0,0,0,0,1838,21736688126,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4498,4.43691E+11,6,4.60017E+11,0,1,116,0,1507,2.0898E+11,"{'cpus': 0.01629638671875, 'memory': 0.00362396240234375}"
4499,1.02644E+12,6,3.82939E+11,0,0,103,0,1057,35971013270,"{'cpus': 0.008636474609375, 'memory': 0.001903533935546875}"
4500,1.17725E+11,2,2.94545E+11,1,0,103,0,7701,10367664183,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
4501,4.52805E+11,3,7.43847E+11,1,0,0,0,1798,1.36338E+11,"{'cpus': 0.002025604248046875, 'memory': 0.00342559814453125}"
4502,1.21776E+12,5,3.30587E+11,2,0,360,3.30587E+11,610,92002015206,"{'cpus': 0.02288818359375, 'memory': 0.0013027191162109375}"
4503,0,2,2.1255E+11,1,0,117,0,167,30210735910,"{'cpus': 0.0126800537109375, 'memory': 0.005126953125}"
4504,2.36239E+11,5,4.57357E+11,0,0,103,0,1515,39950783806,"{'cpus': 0.0016727447509765625, 'memory': 0.00661468505859375}"
4505,1.98547E+12,6,8.16681E+11,0,0,103,0,1,15594866423,"{'cpus': 0.00598907470703125, 'memory': 0.00177001953125}"
4506,3.59897E+11,3,1.28074E+11,2,0,25,0,246,2.47055E+11,"{'cpus': 0.002605438232421875, 'memory': 0.00031280517578125}"
4507,1.4304E+12,2,4.94567E+11,2,0,107,0,691,1712198,"{'cpus': 0.00958251953125, 'memory': 0.0102996826171875}"
4508,1.47555E+12,3,39516992187,2,0,0,0,12086,938851618,"{'cpus': 0.002239227294921875, 'memory': 0.00020885467529296875}"
4509,1.13698E+12,2,1.16647E+11,1,0,200,0,17,7.49173E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
4510,1.97832E+12,2,2.36368E+11,0,0,0,0,6511,17005196461,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
4511,2.4792E+12,0,1.57857E+11,1,0,103,0,1384,1.6336E+11,"{'cpus': 0.030029296875, 'memory': 0.1041259765625}"
4512,88633208969,2,1.16647E+11,1,0,200,0,17,61385599391,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
4513,0,2,97650368940,2,0,103,0,7,24196811534,"{'cpus': 0.00026416778564453125, 'memory': 0.0032501220703125}"
4514,2.22065E+12,2,8.20216E+11,2,0,360,6.98303E+11,130,15536753210,"{'cpus': 0.01556396484375, 'memory': 0.0013027191162109375}"
4515,2.11559E+12,2,7.99739E+11,2,0,360,6.98303E+11,108,46520437637,"{'cpus': 0.0135650634765625, 'memory': 0.0013027191162109375}"
4516,2.52324E+12,3,2.61561E+11,2,1,101,0,604,10367681411,"{'cpus': 0.021331787109375, 'memory': 0.01116943359375}"
4517,1.79497E+12,1,7.584E+11,1,0,103,0,15717,5.60655E+11,"{'cpus': 0.021881103515625, 'memory': 0.03460693359375}"
4518,0,0,1.37614E+11,3,0,103,0,2708,145459770,"{'cpus': 0.04437255859375, 'memory': 0.005828857421875}"
4519,1.06077E+12,5,3.83117E+11,0,0,107,0,2067,21531685,"{'cpus': 0.00246429443359375, 'memory': 0.0016574859619140625}"
4520,1.46372E+12,6,2.34657E+11,0,0,103,0,359,1.98294E+11,"{'cpus': 0.0104827880859375, 'memory': 0.0028533935546875}"
4521,0,2,1.36675E+11,2,0,200,0,1020,1.14155E+11,"{'cpus': 0.0017604827880859375, 'memory': 0.000293731689453125}"
4522,9.94284E+11,0,1.57857E+11,1,0,103,0,578,2.73553E+11,"{'cpus': 0.03466796875, 'memory': 0.1041259765625}"
4523,1.89255E+12,5,4.97097E+11,0,0,103,0,4640,17360684877,"{'cpus': 0.003787994384765625, 'memory': 0.0066375732421875}"
4524,1.46689E+12,2,4.9499E+11,2,0,103,0,1890,91066723,"{'cpus': 0.01214599609375, 'memory': 0.01458740234375}"
4525,1.52581E+11,2,3.15269E+11,1,0,117,0,2703,1.83361E+11,"{'cpus': 0.0081024169921875, 'memory': 0.00133514404296875}"
4526,2.49109E+12,6,3.24695E+11,3,1,200,0,398,2592480068,"{'cpus': 0.06591796875, 'memory': 0.009765625}"
4527,0,6,3.00122E+11,3,1,200,0,133,1822742433,"{'cpus': 0.072998046875, 'memory': 0.0134124755859375}"
4528,2.57948E+12,2,7.9893E+11,2,0,360,6.98303E+11,1945,34196931081,"{'cpus': 0.0128631591796875, 'memory': 0.0013027191162109375}"
4529,1.42956E+12,0,1.57857E+11,1,0,103,0,1767,3.00552E+11,"{'cpus': 0.03125, 'memory': 0.1041259765625}"
4530,1.27373E+12,5,4.91881E+11,2,0,103,0,837,91175704,"{'cpus': 0.01214599609375, 'memory': 0.0128326416015625}"
4531,1.20099E+12,5,7.38553E+11,2,0,360,6.40849E+11,1819,1.36365E+11,"{'cpus': 0.01373291015625, 'memory': 0.0013027191162109375}"
4532,1.36057E+12,5,3.58271E+11,2,0,103,0,23,1.8316E+11,"{'cpus': 0.15234375, 'memory': 0.0849609375}"
4533,1.76277E+12,5,7.58264E+11,0,0,103,0,1728,741411860,"{'cpus': 0.009368896484375, 'memory': 0.002452850341796875}"
4534,1.94664E+12,2,2.78144E+11,2,0,360,2.21495E+11,800,3656258528,"{'cpus': 0.0216064453125, 'memory': 0.0013027191162109375}"
4535,1.99289E+12,0,4.96921E+11,0,0,0,0,28764,91069659,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
4536,2.66381E+12,3,2.61379E+11,2,0,360,2.21495E+11,2273,34789117,"{'cpus': 0.00836181640625, 'memory': 0.0013027191162109375}"
4537,1.30111E+12,3,7.99906E+11,0,0,0,0,3941,2.68827E+11,"{'cpus': 0.0081024169921875, 'memory': 0.00182342529296875}"
4538,8.02557E+11,3,7.96037E+11,0,0,0,0,3214,2.44773E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4539,73592325430,5,4.55759E+11,2,0,103,0,1282,5460086,"{'cpus': 0.00717926025390625, 'memory': 0.00722503662109375}"
4540,2.00157E+12,2,2.36368E+11,0,0,0,0,32829,121610396,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
4541,1.65863E+12,5,7.84489E+11,1,0,105,0,7696,2.10525E+11,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
4542,0,0,35039733202,3,0,200,35039731113,279,2402524303,"{'cpus': 0.0008096694946289062, 'memory': 0.002445220947265625}"
4543,1.61879E+12,3,39516992187,2,0,0,0,4778,66704385816,"{'cpus': 0.0023193359375, 'memory': 0.00020885467529296875}"
4544,3.0712E+11,2,7.81076E+11,2,0,360,6.98303E+11,1671,13245638234,"{'cpus': 0.0135040283203125, 'memory': 0.0013027191162109375}"
4545,8.86966E+11,6,3.8238E+11,0,0,115,0,96,3.76658E+11,"{'cpus': 0.003345489501953125, 'memory': 0.002208709716796875}"
4546,1.81861E+12,6,2.03075E+11,3,1,200,0,228,1.10288E+11,"{'cpus': 0.1318359375, 'memory': 0.009765625}"
4547,7.23623E+11,1,3.46556E+11,1,0,103,0,135,3.46547E+11,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4548,1.65201E+12,2,2.85748E+11,0,0,0,0,34936,2.6088E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4549,2.00172E+12,6,4.97734E+11,0,1,116,0,214,16521643823,"{'cpus': 0.01873779296875, 'memory': 0.025665283203125}"
4550,5.71035E+11,3,2.60726E+11,2,0,360,2.21495E+11,148,52469688498,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
4551,7.87377E+11,6,2.7747E+11,3,1,200,0,411,6264226272,"{'cpus': 0.00022029876708984375, 'memory': 0.0005674362182617188}"
4552,0,0,3.74676E+11,1,0,105,0,2242,1129329125,"{'cpus': 0.032958984375, 'memory': 0.003017425537109375}"
4553,1.71621E+12,6,2.87116E+11,1,1,101,0,429,26100244,"{'cpus': 0.0316162109375, 'memory': 0.003368377685546875}"
4554,1.08684E+12,6,2.84622E+11,1,0,103,0,84,3194099730,"{'cpus': 0.0080108642578125, 'memory': 0.028778076171875}"
4555,1.08196E+12,5,3.83174E+11,0,0,107,0,743,23744673031,"{'cpus': 0.00395965576171875, 'memory': 0.0016155242919921875}"
4556,3.86879E+11,6,3.00795E+11,0,0,103,0,35,2.51434E+11,"{'cpus': 0.0094146728515625, 'memory': 0.05145263671875}"
4557,4.71697E+11,3,7.43874E+11,0,0,0,0,152,66627560,"{'cpus': 0.0081024169921875, 'memory': 0.00403594970703125}"
4558,1.84714E+12,5,7.63369E+11,0,0,103,0,5117,27364683213,"{'cpus': 0.009368896484375, 'memory': 0.002407073974609375}"
4559,2.05871E+12,6,3.95838E+11,0,0,107,0,268,62157278,"{'cpus': 0.003696441650390625, 'memory': 0.001956939697265625}"
4560,7.84791E+11,3,4.71567E+11,0,0,103,0,2101,33367707840,"{'cpus': 0.00395965576171875, 'memory': 0.0052490234375}"
4561,0,2,3.15268E+11,0,0,0,0,2778,78148015933,"{'cpus': 0.00042247772216796875, 'memory': 0.000377655029296875}"
4562,2.53784E+12,2,25911621841,2,0,0,0,4891,57458983058,"{'cpus': 0.00241851806640625, 'memory': 0.00033473968505859375}"
4563,2.57157E+12,0,7.10255E+11,1,0,103,0,7943,5.93365E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
4564,1.50692E+12,6,3.58931E+11,0,0,103,0,2226,123259135,"{'cpus': 0.0018482208251953125, 'memory': 0.0012454986572265625}"
4565,0,2,1.45248E+11,3,0,103,0,3437,29950941645,"{'cpus': 0.0007047653198242188, 'memory': 0.0008974075317382812}"
4566,1.22812E+12,5,3.57677E+11,2,0,360,2.71642E+11,170,24661947346,"{'cpus': 0.01812744140625, 'memory': 0.0013027191162109375}"
4567,2.43848E+12,5,3.99281E+11,1,0,103,0,107,92131787509,"{'cpus': 0.0110015869140625, 'memory': 0.0016727447509765625}"
4568,2.50936E+12,0,3.30587E+11,2,0,360,3.30587E+11,1609,35891841234,"{'cpus': 0.024322509765625, 'memory': 0.0013027191162109375}"
4569,8.98834E+11,3,7.96037E+11,0,0,0,0,34351,84352274999,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4570,0,2,1.39336E+11,2,0,200,0,40,21458197694,"{'cpus': 0.00769805908203125, 'memory': 0.00254058837890625}"
4571,1.52549E+12,2,2.85748E+11,0,0,0,0,596,4664698231,"{'cpus': 0.0081024169921875, 'memory': 0.00182342529296875}"
4572,1.0421E+12,5,2.76843E+11,2,0,360,2.71642E+11,1505,1.83161E+11,"{'cpus': 0.020050048828125, 'memory': 0.0013027191162109375}"
4573,0,2,1.28058E+11,2,0,205,1.28055E+11,53,2319444803,"{'cpus': 0.0089263916015625, 'memory': 0.00031757354736328125}"
4574,0,0,4578801694,3,1,200,0,1162,2.78667E+11,"{'cpus': 0.017852783203125, 'memory': 0.02093505859375}"
4575,4.54801E+11,3,7.43944E+11,1,0,103,0,1295,29179009063,"{'cpus': 0.02008056640625, 'memory': 0.0078887939453125}"
4576,1.43343E+12,2,3.57677E+11,2,0,360,2.71642E+11,214,7802,"{'cpus': 0.019744873046875, 'memory': 0.0013027191162109375}"
4577,4.87563E+11,5,7.81076E+11,2,0,360,6.98303E+11,2107,4.2953E+11,"{'cpus': 0.01416015625, 'memory': 0.0013027191162109375}"
4578,1.9695E+12,2,2.36368E+11,0,0,0,0,57241,121772309,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
4579,66469206832,6,2.99101E+11,3,1,200,0,4,2.89057E+11,"{'cpus': 0.0, 'memory': 0.00653839111328125}"
4580,1.65535E+12,5,7.84489E+11,1,0,105,0,15902,1.1405E+11,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
4581,1.52106E+12,3,2.3411E+11,0,0,0,0,5136,39376489208,"{'cpus': 0.0141754150390625, 'memory': 0.00390625}"
4582,22258236348,0,2.6029E+11,2,0,360,2.21495E+11,361,3656074404,"{'cpus': 0.00310516357421875, 'memory': 0.0013027191162109375}"
4583,2.41562E+12,3,35325365885,3,0,200,35325365859,70,1557068360,"{'cpus': 0.013214111328125, 'memory': 0.003879547119140625}"
4584,1.15566E+12,3,7.98584E+11,0,0,0,0,985,19534345779,"{'cpus': 0.0081024169921875, 'memory': 0.00182342529296875}"
4585,2.44707E+12,2,4.99905E+11,2,0,103,0,8442,45463034186,"{'cpus': 0.01214599609375, 'memory': 0.0076141357421875}"
4586,0,2,2.9995E+11,0,0,0,0,6571,1183731906,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4587,2.55855E+12,2,2.99996E+11,0,0,0,0,5083,3194177499,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4588,1.6574E+12,5,7.84489E+11,1,0,105,0,15383,49193532803,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
4589,5.45504E+11,1,7.88035E+11,1,0,105,0,1325,1.33431E+11,"{'cpus': 0.00598907470703125, 'memory': 0.017242431640625}"
4590,2.43601E+12,5,3.99281E+11,1,0,103,0,1049,151836004,"{'cpus': 0.0110015869140625, 'memory': 0.0016727447509765625}"
4591,1.44482E+12,2,3.81148E+11,1,0,105,0,925,3.76503E+11,"{'cpus': 0.001796722412109375, 'memory': 0.00524139404296875}"
4592,3.12685E+11,0,2.21495E+11,2,0,360,2.21495E+11,66,5376225030,"{'cpus': 0.018585205078125, 'memory': 0.0013027191162109375}"
4593,1.47072E+12,5,3.22067E+11,0,0,103,0,388,1.48019E+11,"{'cpus': 0.0294189453125, 'memory': 0.00418853759765625}"
4594,5.70984E+11,6,4.61154E+11,1,0,103,0,3,20309970269,"{'cpus': 0.0081024169921875, 'memory': 0.0104217529296875}"
4595,9.65872E+11,3,7.96037E+11,0,0,0,0,8996,263527138,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4596,1.23009E+12,0,2.94545E+11,1,0,103,0,9428,10379814788,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
4597,2.57791E+12,2,2.99996E+11,0,0,0,0,52616,320206274,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4598,2.60355E+12,0,3.30587E+11,2,0,360,3.30587E+11,311,23624467231,"{'cpus': 0.01947021484375, 'memory': 0.0013027191162109375}"
4599,7.2187E+11,3,2.2201E+11,0,0,0,0,11657,1.73698E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4600,1.27775E+12,5,7.37254E+11,2,0,360,6.40849E+11,1931,1.75859E+11,"{'cpus': 0.0137939453125, 'memory': 0.0013027191162109375}"
4601,1.29329E+12,2,2.84398E+11,1,0,117,0,3,3078673759,"{'cpus': 0.0095977783203125, 'memory': 0.00182342529296875}"
4602,1.45457E+12,6,7.55687E+11,0,0,105,0,5113,67390450726,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
4603,7.23623E+11,1,3.46556E+11,1,0,103,0,4743,49047722748,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4604,1.54021E+12,3,2.60726E+11,2,0,360,2.21495E+11,176,19139055555,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
4605,2.03724E+12,3,2.36368E+11,0,0,0,0,1693,153801449,"{'cpus': 0.016204833984375, 'memory': 0.002605438232421875}"
4606,1.08145E+12,5,3.48547E+11,2,0,360,2.71642E+11,1453,9976881193,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}"
4607,1.04375E+12,5,2.61561E+11,2,0,360,2.61561E+11,434,3.00337E+11,"{'cpus': 0.022216796875, 'memory': 0.0013027191162109375}"
4608,0,2,1.45248E+11,3,0,103,0,404,1.40077E+11,"{'cpus': 0.00616455078125, 'memory': 0.0095062255859375}"
4609,2.12859E+12,3,14423004927,2,0,0,0,1328,28799995993,"{'cpus': 0.001171112060546875, 'memory': 0.00019550323486328125}"
4610,0,0,2.1255E+11,1,0,117,0,4476,37536926790,"{'cpus': 0.0008096694946289062, 'memory': 0.002445220947265625}"
4611,1.79497E+12,1,7.584E+11,1,0,103,0,15053,1.44944E+11,"{'cpus': 0.021881103515625, 'memory': 0.03460693359375}"
4612,1.44722E+12,3,3.57875E+11,1,0,117,0,23221,50290269892,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
4613,1.63394E+12,0,1.22697E+11,1,0,200,0,5012,52214793340,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
4614,2.29892E+12,5,2.97604E+11,1,0,103,0,183,2.87668E+11,"{'cpus': 0.0008802413940429688, 'memory': 0.00119781494140625}"
4615,93142333033,3,3.15268E+11,0,0,0,0,53759,21393761746,"{'cpus': 0.0141754150390625, 'memory': 0.00390625}"
4616,2.45963E+12,3,2.40053E+11,0,0,0,0,20952,2.21457E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
4617,1.23982E+11,3,2.1255E+11,0,0,0,0,773,29944330187,"{'cpus': 0.00566864013671875, 'memory': 0.001888275146484375}"
4618,2.47316E+12,1,8.238E+11,1,0,105,0,1819,4.22417E+11,"{'cpus': 0.00994873046875, 'memory': 0.187744140625}"
4619,5.39969E+11,1,7.88035E+11,1,0,105,0,1710,378635332,"{'cpus': 0.0065155029296875, 'memory': 0.017791748046875}"
4620,1.40898E+12,3,25911621841,2,0,0,0,2423,2.26028E+11,"{'cpus': 0.002262115478515625, 'memory': 0.00027179718017578125}"
4621,4.72148E+11,6,4.60275E+11,1,1,103,0,92,16521910167,"{'cpus': 0.01629638671875, 'memory': 0.0369873046875}"
4622,0,0,9139282883,3,0,200,9139282820,5,28503488138,"{'cpus': 0.00246429443359375, 'memory': 0.002574920654296875}"
4623,2.43017E+12,6,5.00165E+11,0,0,103,0,269,442318,"{'cpus': 0.023406982421875, 'memory': 0.0148773193359375}"
4624,1.08145E+12,5,3.00849E+11,2,0,360,2.71642E+11,75,1289279364,"{'cpus': 0.02001953125, 'memory': 0.0013027191162109375}"
4625,2.43999E+12,2,4.99905E+11,2,0,103,0,5495,140533068,"{'cpus': 0.01214599609375, 'memory': 0.0076141357421875}"
4626,1.70255E+11,3,2.77742E+11,2,0,119,0,672,8655163285,"{'cpus': 0.0123291015625, 'memory': 0.0440673828125}"
4627,2.35472E+12,6,3.68969E+11,0,0,118,0,1474,3.32721E+11,"{'cpus': 0.01214599609375, 'memory': 0.00650787353515625}"
4628,1.0637E+12,5,2.76843E+11,2,0,360,2.71642E+11,438,23782901316,"{'cpus': 0.020050048828125, 'memory': 0.0013027191162109375}"
4629,1.8638E+12,2,19727789660,3,0,200,0,30,29950481930,"{'cpus': 0.1146240234375, 'memory': 0.017547607421875}"
4630,0,2,96110857594,3,0,200,96110842409,1226,19368504719,"{'cpus': 0.00290679931640625, 'memory': 0.0062713623046875}"
4631,1.02348E+12,3,5448183242,2,0,0,0,1877,85510710,"{'cpus': 0.001373291015625, 'memory': 0.00019168853759765625}"
4632,7.23623E+11,1,3.46556E+11,1,0,103,0,16712,10266523344,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4633,1.53088E+12,2,3.4802E+11,1,0,200,0,5,3.75997E+11,"{'cpus': 0.0, 'memory': 0.0130157470703125}"
4634,1.60307E+11,0,2.94545E+11,1,0,103,0,5750,10623310985,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
4635,2.54644E+12,6,7.79829E+11,0,0,105,0,289,27362015134,"{'cpus': 0.0018939971923828125, 'memory': 0.002201080322265625}"
4636,0,2,54687713003,3,0,103,0,2246,21999314701,"{'cpus': 0.0016193389892578125, 'memory': 0.003253936767578125}"
4637,6.79023E+11,6,7.95465E+11,1,0,105,0,443,5650290256,"{'cpus': 0.0006160736083984375, 'memory': 0.003017425537109375}"
4638,2.36446E+12,6,4.99506E+11,0,0,103,0,4766,43734590237,"{'cpus': 0.005462646484375, 'memory': 0.0018482208251953125}"
4639,0,2,2.1255E+11,1,0,117,0,1063,32027117407,"{'cpus': 0.00678253173828125, 'memory': 0.006103515625}"
4640,8.02946E+11,0,71316767881,3,0,200,0,360,46530299682,"{'cpus': 0.020263671875, 'memory': 0.00650787353515625}"
4641,1.66563E+12,5,7.84489E+11,1,0,105,0,10319,14639310206,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
4642,6.09193E+11,3,14423004927,2,0,0,0,1199,69209518587,"{'cpus': 0.0012416839599609375, 'memory': 0.000194549560546875}"
4643,6.86302E+11,2,3.40659E+11,1,0,103,0,6434,36001636043,"{'cpus': 0.023406982421875, 'memory': 0.0118560791015625}"
4644,1.61289E+12,3,2.60726E+11,2,0,360,2.21495E+11,118,17657192909,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
4645,1.68612E+12,6,2.28864E+11,2,1,360,0,666,31468848411,"{'cpus': 0.104736328125, 'memory': 0.0390625}"
4646,7.23623E+11,1,3.46556E+11,1,0,103,0,2638,1.83417E+11,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
4647,2.02678E+12,0,8.15323E+11,0,0,0,0,9168,24851636898,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
